Year,Industry_code_NZSIOC,Value
2017,RS214,951
2017,RS214,133
2017,RS214,188800
2017,RS214,27700
2017,RS214,330
2017,RS214,327
2017,RS214,6
2017,RS214,5
2017,RS214,87
2017,RS21,10454
2017,RS21,9029
2017,RS21,1037
2017,RS21,387
2017,RS21,9360
2017,RS21,328
2017,RS21,41
2017,RS21,247
2017,RS21,2964
2017,RS21,C
2017,RS21,5702
2017,RS21,79
2017,RS21,349
2017,RS21,376
2017,RS21,1120
2017,RS21,12938
2017,RS21,5027
2017,RS21,3514
2017,RS21,606
2017,RS21,223
2017,RS21,4397
2017,RS21,12938
2017,RS21,8981
2017,RS21,2681
2017,RS21,1275
2017,RS21,171900
2017,RS21,18400
2017,RS21,187
2017,RS21,173
2017,RS21,12
2017,RS21,9
2017,RS21,69
2017,RS,18747
2017,RS,16327
2017,RS,1880
2017,RS,541
2017,RS,16613
2017,RS,661
2017,RS,231
2017,RS,591
2017,RS,4302
2017,RS,2
2017,RS,10656
2017,RS,172
2017,RS,442
2017,RS,471
2017,RS,2164
2017,RS,23458
2017,RS,6985
2017,RS,10638
2017,RS,1153
2017,RS,480
2017,RS,5835
2017,RS,23458
2017,RS,16334
2017,RS,4849
2017,RS,2275
2017,RS,196500
2017,RS,22700
2017,RS,144
2017,RS,134
2017,RS,13
2017,RS,9
2017,RS,70
2017,ZZ11,40612
2017,ZZ11,1747
2017,ZZ11,37918
2017,ZZ11,C
2017,ZZ11,2
2017,ZZ11,C
2017,ZZ11,38625
2017,ZZ11,204
2017,ZZ11,116
2017,ZZ11,905
2017,ZZ11,4523
2017,ZZ11,11
2017,ZZ11,1250
2017,ZZ11,31487
2017,ZZ11,141
2017,ZZ11,3874
2017,ZZ11,4089
2017,ZZ11,2202
2017,ZZ11,28040
2017,ZZ11,11224
2017,ZZ11,11115
2017,ZZ11,1550
2017,ZZ11,230
2017,ZZ11,5701
2017,ZZ11,28040
2017,ZZ11,13636
2017,ZZ11,9814
2017,ZZ11,4590
2017,ZZ11,568100
2017,ZZ11,30800
2017,ZZ11,114
2017,ZZ11,73
2017,ZZ11,28
2017,ZZ11,16
2017,ZZ11,8
2017,ZZ11,49
2017,KK111,32021
2017,KK111,2993
2017,KK111,27511
2017,KK111,0
2017,KK111,1517
2017,KK111,24139
2017,KK111,16275
2017,KK111,C
2017,KK111,470
2017,KK111,2805
2017,KK111,17
2017,KK111,C
2017,KK111,3074
2017,KK111,1451
2017,KK111,4
2017,KK111,4
2017,KK111,7881
2017,KK111,701700
2017,KK111,197828
2017,KK111,1356
2017,KK111,215
2017,KK111,44
2017,KK111,502516
2017,KK111,701700
2017,KK111,48244
2017,KK111,402395
2017,KK111,251060
2017,KK111,1038900
2017,KK111,255700
2017,KK111,49
2017,KK111,49
2017,KK111,16
2017,KK111,1
2017,KK111,7
2017,KK112,23368
2017,KK112,2349
2017,KK112,16598
2017,KK112,15
2017,KK112,4405
2017,KK112,7445
2017,KK112,3919
2017,KK112,34
2017,KK112,120
2017,KK112,441
2017,KK112,6
2017,KK112,12
2017,KK112,1725
2017,KK112,1193
2017,KK112,76
2017,KK112,91
2017,KK112,15938
2017,KK112,333977
2017,KK112,89265
2017,KK112,11413
2017,KK112,1551
2017,KK112,804
2017,KK112,233299
2017,KK112,333977
2017,KK112,161526
2017,KK112,92813
2017,KK112,79638
2017,KK112,3140400
2017,KK112,2141900
2017,KK112,96
2017,KK112,96
2017,KK112,10
2017,KK112,5
2017,KK112,48
2017,KK11,55389
2017,KK11,5341
2017,KK11,44110
2017,KK11,15
2017,KK11,5922
2017,KK11,31584
2017,KK11,20194
2017,KK11,C
2017,KK11,590
2017,KK11,3246
2017,KK11,23
2017,KK11,C
2017,KK11,4799
2017,KK11,2644
2017,KK11,79
2017,KK11,95
2017,KK11,23820
2017,KK11,1035677
2017,KK11,287092
2017,KK11,12769
2017,KK11,1766
2017,KK11,848
2017,KK11,735816
2017,KK11,1035677
2017,KK11,209771
2017,KK11,495208
2017,KK11,330698
2017,KK11,1447600
2017,KK11,622500
2017,KK11,58
2017,KK11,58
2017,KK11,11
2017,KK11,2
2017,KK11,20
2017,KK121,3384
2017,KK121,2474
2017,KK121,298
2017,KK121,0
2017,KK121,612
2017,KK121,2769
2017,KK121,C
2017,KK121,C
2017,KK121,19
2017,KK121,97
2017,KK121,2
2017,KK121,305
2017,KK121,2028
2017,KK121,311
2017,KK121,0
2017,KK121,0
2017,KK121,615
2017,KK121,13818
2017,KK121,13818
2017,KK121,4071
2017,KK121,3530500
2017,KK121,642000
2017,KK121,15
2017,KK121,4
2017,KK121,29
2017,KK122,6256
2017,KK122,6001
2017,KK122,185
2017,KK122,0
2017,KK122,70
2017,KK122,5939
2017,KK122,C
2017,KK122,C
2017,KK122,64
2017,KK122,717
2017,KK122,7
2017,KK122,202
2017,KK122,4881
2017,KK122,62
2017,KK122,0
2017,KK122,0
2017,KK122,317
2017,KK122,15177
2017,KK122,15177
2017,KK122,3929
2017,KK122,765600
2017,KK122,38800
2017,KK122,8
2017,KK122,2
2017,KK122,26
2017,KK12,9640
2017,KK12,8475
2017,KK12,483
2017,KK12,0
2017,KK12,682
2017,KK12,8708
2017,KK12,11
2017,KK12,10
2017,KK12,84
2017,KK12,814
2017,KK12,9
2017,KK12,507
2017,KK12,6909
2017,KK12,373
2017,KK12,0
2017,KK12,0
2017,KK12,933
2017,KK12,28994
2017,KK12,28994
2017,KK12,8000
2017,KK12,1055800
2017,KK12,102100
2017,KK12,12
2017,KK12,3
2017,KK12,28
2017,KK131,6316
2017,KK131,5432
2017,KK131,540
2017,KK131,13
2017,KK131,330
2017,KK131,5201
2017,KK131,146
2017,KK131,C
2017,KK131,140
2017,KK131,1877
2017,KK131,4
2017,KK131,C
2017,KK131,2855
2017,KK131,144
2017,KK131,33
2017,KK131,41
2017,KK131,1123
2017,KK131,13892
2017,KK131,13892
2017,KK131,5918
2017,KK131,396600
2017,KK131,70500
2017,KK131,19
2017,KK131,8
2017,KK131,43
2017,KK13,6316
2017,KK13,5432
2017,KK13,540
2017,KK13,13
2017,KK13,330
2017,KK13,5201
2017,KK13,146
2017,KK13,C
2017,KK13,140
2017,KK13,1877
2017,KK13,4
2017,KK13,C
2017,KK13,2855
2017,KK13,144
2017,KK13,33
2017,KK13,41
2017,KK13,1123
2017,KK13,13892
2017,KK13,13892
2017,KK13,5918
2017,KK13,396600
2017,KK13,70500
2017,KK13,19
2017,KK13,8
2017,KK13,43
2017,KK,71345
2017,KK,19248
2017,KK,45133
2017,KK,28
2017,KK,6935
2017,KK,45493
2017,KK,20350
2017,KK,92
2017,KK,813
2017,KK,5937
2017,KK,36
2017,KK,575
2017,KK,14564
2017,KK,3161
2017,KK,112
2017,KK,136
2017,KK,25875
2017,KK,1078563
2017,KK,306325
2017,KK,13792
2017,KK,2064
2017,KK,937
2017,KK,758447
2017,KK,1078564
2017,KK,223689
2017,KK,512092
2017,KK,342783
2017,KK,1126800
2017,KK,408600
2017,KK,60
2017,KK,60
2017,KK,12
2017,KK,2
2017,KK,21
2016,99999,604795
2016,99999,532680
2016,99999,54007
2016,99999,18109
2016,99999,537042
2016,99999,35929
2016,99999,6735
2016,99999,18158
2016,99999,93992
2016,99999,324
2016,99999,1786
2016,99999,366087
2016,99999,14355
2016,99999,54207
2016,99999,55190
2016,99999,68736
2016,99999,1913983
2016,99999,544339
2016,99999,433809
2016,99999,935835
2016,99999,1913983
2016,99999,592291
2016,99999,746453
2016,99999,575239
2016,99999,353000
2016,99999,40100
2016,99999,73
2016,99999,66
2016,99999,12
2016,99999,4
2016,99999,31
2016,AA111,3934
2016,AA111,3701
2016,AA111,58
2016,AA111,175
2016,AA111,3294
2016,AA111,191
2016,AA111,33
2016,AA111,168
2016,AA111,659
2016,AA111,0
2016,AA111,2221
2016,AA111,22
2016,AA111,284
2016,AA111,292
2016,AA111,648
2016,AA111,11070
2016,AA111,2067
2016,AA111,7334
2016,AA111,1669
2016,AA111,11070
2016,AA111,4855
2016,AA111,2872
2016,AA111,3343
2016,AA111,157700
2016,AA111,26000
2016,AA111,72
2016,AA111,62
2016,AA111,13
2016,AA111,6
2016,AA111,44
2016,AA11,3934
2016,AA11,3701
2016,AA11,58
2016,AA11,175
2016,AA11,3294
2016,AA11,191
2016,AA11,33
2016,AA11,168
2016,AA11,659
2016,AA11,0
2016,AA11,2221
2016,AA11,22
2016,AA11,284
2016,AA11,292
2016,AA11,648
2016,AA11,11070
2016,AA11,2067
2016,AA11,7334
2016,AA11,1669
2016,AA11,11070
2016,AA11,4855
2016,AA11,2872
2016,AA11,3343
2016,AA11,157700
2016,AA11,26000
2016,AA11,72
2016,AA11,62
2016,AA11,13
2016,AA11,6
2016,AA11,44
2016,AA121,9899
2016,AA121,9236
2016,AA121,132
2016,AA121,532
2016,AA121,8950
2016,AA121,711
2016,AA121,177
2016,AA121,517
2016,AA121,893
2016,AA121,0
2016,AA121,6561
2016,AA121,91
2016,AA121,5345
2016,AA121,5285
2016,AA121,888
2016,AA121,52856
2016,AA121,10361
2016,AA121,33908
2016,AA121,8587
2016,AA121,52856
2016,AA121,29787
2016,AA121,8472
2016,AA121,14597
2016,AA121,467000
2016,AA121,41900
2016,AA121,122
2016,AA121,60
2016,AA121,3
2016,AA121,2
2016,AA121,56
2016,AA12,9899
2016,AA12,9236
2016,AA12,132
2016,AA12,532
2016,AA12,8950
2016,AA12,711
2016,AA12,177
2016,AA12,517
2016,AA12,893
2016,AA12,0
2016,AA12,6561
2016,AA12,91
2016,AA12,5345
2016,AA12,5285
2016,AA12,888
2016,AA12,52856
2016,AA12,10361
2016,AA12,33908
2016,AA12,8587
2016,AA12,52856
2016,AA12,29787
2016,AA12,8472
2016,AA12,14597
2016,AA12,467000
2016,AA12,41900
2016,AA12,122
2016,AA12,60
2016,AA12,3
2016,AA12,2
2016,AA12,56
2016,AA131,9932
2016,AA131,9327
2016,AA131,225
2016,AA131,380
2016,AA131,10654
2016,AA131,1706
2016,AA131,174
2016,AA131,659
2016,AA131,1244
2016,AA131,0
2016,AA131,6835
2016,AA131,36
2016,AA131,6135
2016,AA131,6047
2016,AA131,-810
2016,AA131,63851
2016,AA131,10234
2016,AA131,40075
2016,AA131,13542
2016,AA131,63851
2016,AA131,22018
2016,AA131,9831
2016,AA131,32003
2016,AA131,384400
2016,AA131,-31400
2016,AA131,104
2016,AA131,43
2016,AA131,-4
2016,AA131,-1
2016,AA131,34
2016,AA13,9932
2016,AA13,9327
2016,AA13,225
2016,AA13,380
2016,AA13,10654
2016,AA13,1706
2016,AA13,174
2016,AA13,659
2016,AA13,1244
2016,AA13,0
2016,AA13,6835
2016,AA13,36
2016,AA13,6135
2016,AA13,6047
2016,AA13,-810
2016,AA13,63851
2016,AA13,10234
2016,AA13,40075
2016,AA13,13542
2016,AA13,63851
2016,AA13,22018
2016,AA13,9831
2016,AA13,32003
2016,AA13,384400
2016,AA13,-31400
2016,AA13,104
2016,AA13,43
2016,AA13,-4
2016,AA13,-1
2016,AA13,34
2016,AA141,2005
2016,AA141,1925
2016,AA141,21
2016,AA141,60
2016,AA141,1774
2016,AA141,96
2016,AA141,15
2016,AA141,90
2016,AA141,235
2016,AA141,0
2016,AA141,1331
2016,AA141,7
2016,AA141,534
2016,AA141,571
2016,AA141,269
2016,AA141,5835
2016,AA141,1535
2016,AA141,3427
2016,AA141,874
2016,AA141,5835
2016,AA141,2495
2016,AA141,1429
2016,AA141,1912
2016,AA141,368800
2016,AA141,49400
2016,AA141,107
2016,AA141,67
2016,AA141,11
2016,AA141,5
2016,AA141,43
2016,AA14,2005
2016,AA14,1925
2016,AA14,21
2016,AA14,60
2016,AA14,1774
2016,AA14,96
2016,AA14,15
2016,AA14,90
2016,AA14,235
2016,AA14,0
2016,AA14,1331
2016,AA14,7
2016,AA14,534
2016,AA14,571
2016,AA14,269
2016,AA14,5835
2016,AA14,1535
2016,AA14,3427
2016,AA14,874
2016,AA14,5835
2016,AA14,2495
2016,AA14,1429
2016,AA14,1912
2016,AA14,368800
2016,AA14,49400
2016,AA14,107
2016,AA14,67
2016,AA14,11
2016,AA14,5
2016,AA14,43
2016,AA211,5188
2016,AA211,4043
2016,AA211,C
2016,AA211,C
2016,AA211,1108
2016,AA211,3656
2016,AA211,203
2016,AA211,18
2016,AA211,152
2016,AA211,301
2016,AA211,0
2016,AA211,2696
2016,AA211,285
2016,AA211,228
2016,AA211,284
2016,AA211,1588
2016,AA211,17874
2016,AA211,1683
2016,AA211,3626
2016,AA211,12566
2016,AA211,17874
2016,AA211,11318
2016,AA211,2138
2016,AA211,4418
2016,AA211,1125800
2016,AA211,344600
2016,AA211,79
2016,AA211,65
2016,AA211,14
2016,AA211,9
2016,AA211,63
2016,AA21,5188
2016,AA21,4043
2016,AA21,C
2016,AA21,C
2016,AA21,1108
2016,AA21,3656
2016,AA21,203
2016,AA21,18
2016,AA21,152
2016,AA21,301
2016,AA21,0
2016,AA21,2696
2016,AA21,285
2016,AA21,228
2016,AA21,284
2016,AA21,1588
2016,AA21,17874
2016,AA21,1683
2016,AA21,3626
2016,AA21,12566
2016,AA21,17874
2016,AA21,11318
2016,AA21,2138
2016,AA21,4418
2016,AA21,1125800
2016,AA21,344600
2016,AA21,79
2016,AA21,65
2016,AA21,14
2016,AA21,9
2016,AA21,63
2016,AA31,1404
2016,AA31,1290
2016,AA31,76
2016,AA31,38
2016,AA31,1129
2016,AA31,22
2016,AA31,24
2016,AA31,50
2016,AA31,174
2016,AA31,2
2016,AA31,837
2016,AA31,21
2016,AA31,131
2016,AA31,134
2016,AA31,278
2016,AA31,1866
2016,AA31,507
2016,AA31,445
2016,AA31,914
2016,AA31,1866
2016,AA31,816
2016,AA31,338
2016,AA31,712
2016,AA31,647800
2016,AA31,128100
2016,AA31,150
2016,AA31,110
2016,AA31,34
2016,AA31,15
2016,AA31,44
2016,AA32,3591
2016,AA32,3520
2016,AA32,C
2016,AA32,C
2016,AA32,48
2016,AA32,3397
2016,AA32,105
2016,AA32,22
2016,AA32,235
2016,AA32,1049
2016,AA32,1
2016,AA32,1917
2016,AA32,70
2016,AA32,199
2016,AA32,208
2016,AA32,203
2016,AA32,5010
2016,AA32,1235
2016,AA32,2777
2016,AA32,998
2016,AA32,5009
2016,AA32,1967
2016,AA32,1216
2016,AA32,1826
2016,AA32,139200
2016,AA32,7900
2016,AA32,102
2016,AA32,84
2016,AA32,10
2016,AA32,4
2016,AA32,39
2016,AA,35954
2016,AA,33042
2016,AA,561
2016,AA,11
2016,AA,2340
2016,AA,32854
2016,AA,3034
2016,AA,462
2016,AA,1871
2016,AA,4556
2016,AA,4
2016,AA,22397
2016,AA,533
2016,AA,12857
2016,AA,12820
2016,AA,3064
2016,AA,158362
2016,AA,27622
2016,AA,91591
2016,AA,39149
2016,AA,158362
2016,AA,73256
2016,AA,26296
2016,AA,58810
2016,AA,326900
2016,AA,27900
2016,AA,105
2016,AA,56
2016,AA,4
2016,AA,2
2016,AA,46
2016,BB,6389
2016,BB,5285
2016,BB,C
2016,BB,0
2016,BB,C
2016,BB,6107
2016,BB,223
2016,BB,35
2016,BB,1134
2016,BB,665
2016,BB,C
2016,BB,2977
2016,BB,1074
2016,BB,420
2016,BB,283
2016,BB,144
2016,BB,37525
2016,BB,C
2016,BB,C
2016,BB,1425
2016,BB,112
2016,BB,2962
2016,BB,37525
2016,BB,C
2016,BB,C
2016,BB,4838
2016,BB,1271800
2016,BB,28700
2016,BB,C
2016,BB,C
2016,BB,C
2016,BB,0
2016,BB,C
2016,CC151,5982
2016,CC151,237
2016,CC151,5638
2016,CC151,C
2016,CC151,C
2016,CC151,67
2016,CC151,5421
2016,CC151,123
2016,CC151,1068
2016,CC151,197
2016,CC151,607
2016,CC151,4
2016,CC151,172
2016,CC151,3178
2016,CC151,75
2016,CC151,1527
2016,CC151,1572
2016,CC151,607
2016,CC151,8465
2016,CC151,3114
2016,CC151,3517
2016,CC151,492
2016,CC151,185
2016,CC151,1834
2016,CC151,8465
2016,CC151,3748
2016,CC151,2149
2016,CC151,2569
2016,CC151,613000
2016,CC151,62200
2016,CC151,145
2016,CC151,72
2016,CC151,28
2016,CC151,16
2016,CC151,7
2016,CC151,44
2016,CC15,5982
2016,CC15,237
2016,CC15,5638
2016,CC15,C
2016,CC15,C
2016,CC15,67
2016,CC15,5421
2016,CC15,123
2016,CC15,1068
2016,CC15,197
2016,CC15,607
2016,CC15,4
2016,CC15,172
2016,CC15,3178
2016,CC15,75
2016,CC15,1527
2016,CC15,1572
2016,CC15,607
2016,CC15,8465
2016,CC15,3114
2016,CC15,3517
2016,CC15,492
2016,CC15,185
2016,CC15,1834
2016,CC15,8465
2016,CC15,3748
2016,CC15,2149
2016,CC15,2569
2016,CC15,613000
2016,CC15,62200
2016,CC15,145
2016,CC15,72
2016,CC15,28
2016,CC15,16
2016,CC15,7
2016,CC15,44
2016,CC211,2085
2016,CC211,250
2016,CC211,1825
2016,CC211,7
2016,CC211,1
2016,CC211,3
2016,CC211,2015
2016,CC211,21
2016,CC211,4
2016,CC211,34
2016,CC211,318
2016,CC211,1
2016,CC211,167
2016,CC211,1443
2016,CC211,27
2016,CC211,358
2016,CC211,354
2016,CC211,67
2016,CC211,1209
2016,CC211,698
2016,CC211,308
2016,CC211,29
2016,CC211,10
2016,CC211,203
2016,CC211,1209
2016,CC211,431
2016,CC211,485
2016,CC211,293
2016,CC211,349900
2016,CC211,11300
2016,CC211,144
2016,CC211,71
2016,CC211,33
2016,CC211,16
2016,CC211,6
2016,CC211,36
2016,CC212,532
2016,CC212,78
2016,CC212,447
2016,CC212,1
2016,CC212,0
2016,CC212,5
2016,CC212,491
2016,CC212,7
2016,CC212,2
2016,CC212,9
2016,CC212,147
2016,CC212,0
2016,CC212,42
2016,CC212,284
2016,CC212,1
2016,CC212,134
2016,CC212,140
2016,CC212,47
2016,CC212,383
2016,CC212,267
2016,CC212,73
2016,CC212,17
2016,CC212,9
2016,CC212,44
2016,CC212,383
2016,CC212,129
2016,CC212,176
2016,CC212,78
2016,CC212,154400
2016,CC212,13600
2016,CC212,151
2016,CC212,72
2016,CC212,47
2016,CC212,36
2016,CC212,12
2016,CC212,34
2016,CC21,2618
2016,CC21,328
2016,CC21,2272
2016,CC21,8
2016,CC21,1
2016,CC21,8
2016,CC21,2506
2016,CC21,28
2016,CC21,6
2016,CC21,43
2016,CC21,465
2016,CC21,1
2016,CC21,209
2016,CC21,1727
2016,CC21,28
2016,CC21,492
2016,CC21,495
2016,CC21,115
2016,CC21,1592
2016,CC21,965
2016,CC21,381
2016,CC21,46
2016,CC21,19
2016,CC21,246
2016,CC21,1592
2016,CC21,560
2016,CC21,661
2016,CC21,371
2016,CC21,278300
2016,CC21,12200
2016,CC21,146
2016,CC21,71
2016,CC21,36
2016,CC21,20
2016,CC21,7
2016,CC21,35
2016,CC311,5087
2016,CC311,222
2016,CC311,4817
2016,CC311,17
2016,CC311,1
2016,CC311,30
2016,CC311,4890
2016,CC311,51
2016,CC311,16
2016,CC311,153
2016,CC311,943
2016,CC311,1
2016,CC311,147
2016,CC311,3538
2016,CC311,41
2016,CC311,538
2016,CC311,523
2016,CC311,183
2016,CC311,4598
2016,CC311,1632
2016,CC311,1466
2016,CC311,199
2016,CC311,54
2016,CC311,1500
2016,CC311,4598
2016,CC311,2269
2016,CC311,1318
2016,CC311,1011
2016,CC311,300400
2016,CC311,10800
2016,CC311,124
2016,CC311,84
2016,CC311,34
2016,CC311,8
2016,CC311,4
2016,CC311,49
2016,CC31,5087
2016,CC31,222
2016,CC31,4817
2016,CC31,17
2016,CC31,1
2016,CC31,30
2016,CC31,4890
2016,CC31,51
2016,CC31,16
2016,CC31,153
2016,CC31,943
2016,CC31,1
2016,CC31,147
2016,CC31,3538
2016,CC31,41
2016,CC31,538
2016,CC31,523
2016,CC31,183
2016,CC31,4598
2016,CC31,1632
2016,CC31,1466
2016,CC31,199
2016,CC31,54
2016,CC31,1500
2016,CC31,4598
2016,CC31,2269
2016,CC31,1318
2016,CC31,1011
2016,CC31,300400
2016,CC31,10800
2016,CC31,124
2016,CC31,84
2016,CC31,34
2016,CC31,8
2016,CC31,4
2016,CC31,49
2016,CC321,3214
2016,CC321,C
2016,CC321,2975
2016,CC321,2
2016,CC321,0
2016,CC321,C
2016,CC321,3031
2016,CC321,15
2016,CC321,8
2016,CC321,147
2016,CC321,409
2016,CC321,C
2016,CC321,C
2016,CC321,2334
2016,CC321,C
2016,CC321,446
2016,CC321,441
2016,CC321,179
2016,CC321,3455
2016,CC321,1468
2016,CC321,C
2016,CC321,104
2016,CC321,11
2016,CC321,C
2016,CC321,3455
2016,CC321,2542
2016,CC321,567
2016,CC321,346
2016,CC321,653400
2016,CC321,36300
2016,CC321,259
2016,CC321,181
2016,CC321,C
2016,CC321,7
2016,CC321,5
2016,CC321,74
2016,CC32,3214
2016,CC32,C
2016,CC32,2975
2016,CC32,2
2016,CC32,0
2016,CC32,C
2016,CC32,3031
2016,CC32,15
2016,CC32,8
2016,CC32,147
2016,CC32,409
2016,CC32,C
2016,CC32,C
2016,CC32,2334
2016,CC32,C
2016,CC32,446
2016,CC32,441
2016,CC32,179
2016,CC32,3455
2016,CC32,1468
2016,CC32,C
2016,CC32,104
2016,CC32,11
2016,CC32,C
2016,CC32,3455
2016,CC32,2542
2016,CC32,567
2016,CC32,346
2016,CC32,653400
2016,CC32,36300
2016,CC32,259
2016,CC32,181
2016,CC32,C
2016,CC32,7
2016,CC32,5
2016,CC32,74
2016,CC411,1573
2016,CC411,81
2016,CC411,1485
2016,CC411,4
2016,CC411,0
2016,CC411,3
2016,CC411,1519
2016,CC411,17
2016,CC411,10
2016,CC411,60
2016,CC411,444
2016,CC411,1
2016,CC411,65
2016,CC411,908
2016,CC411,17
2016,CC411,109
2016,CC411,114
2016,CC411,60
2016,CC411,983
2016,CC411,475
2016,CC411,339
2016,CC411,59
2016,CC411,23
2016,CC411,169
2016,CC411,983
2016,CC411,300
2016,CC411,451
2016,CC411,231
2016,CC411,200900
2016,CC411,7600
2016,CC411,105
2016,CC411,80
2016,CC411,20
2016,CC411,20
2016,CC411,6
2016,CC411,31
2016,CC41,1573
2016,CC41,81
2016,CC41,1485
2016,CC41,4
2016,CC41,0
2016,CC41,3
2016,CC41,1519
2016,CC41,17
2016,CC41,10
2016,CC41,60
2016,CC41,444
2016,CC41,1
2016,CC41,65
2016,CC41,908
2016,CC41,17
2016,CC41,109
2016,CC41,114
2016,CC41,60
2016,CC41,983
2016,CC41,475
2016,CC41,339
2016,CC41,59
2016,CC41,23
2016,CC41,169
2016,CC41,983
2016,CC41,300
2016,CC41,451
2016,CC41,231
2016,CC41,200900
2016,CC41,7600
2016,CC41,105
2016,CC41,80
2016,CC41,20
2016,CC41,20
2016,CC41,6
2016,CC41,31
2016,CC511,10817
2016,CC511,3274
2016,CC511,7400
2016,CC511,C
2016,CC511,0
2016,CC511,C
2016,CC511,9974
2016,CC511,C
2016,CC511,2165
2016,CC511,177
2016,CC511,208
2016,CC511,1
2016,CC511,2748
2016,CC511,4488
2016,CC511,C
2016,CC511,1137
2016,CC511,922
2016,CC511,628
2016,CC511,5715
2016,CC511,2621
2016,CC511,2475
2016,CC511,387
2016,CC511,C
2016,CC511,620
2016,CC511,5715
2016,CC511,2782
2016,CC511,1492
2016,CC511,1441
2016,CC511,8084000
2016,CC511,469100
2016,CC511,176
2016,CC511,114
2016,CC511,16
2016,CC511,23
2016,CC511,11
2016,CC511,49
2016,CC51,10817
2016,CC51,3274
2016,CC51,7400
2016,CC51,C
2016,CC51,0
2016,CC51,C
2016,CC51,9974
2016,CC51,C
2016,CC51,2165
2016,CC51,177
2016,CC51,208
2016,CC51,1
2016,CC51,2748
2016,CC51,4488
2016,CC51,C
2016,CC51,1137
2016,CC51,922
2016,CC51,628
2016,CC51,5715
2016,CC51,2621
2016,CC51,2475
2016,CC51,387
2016,CC51,C
2016,CC51,620
2016,CC51,5715
2016,CC51,2782
2016,CC51,1492
2016,CC51,1441
2016,CC51,8084000
2016,CC51,469100
2016,CC51,176
2016,CC51,114
2016,CC51,16
2016,CC51,23
2016,CC51,11
2016,CC51,49
2016,CC521,1738
2016,CC521,1725
2016,CC521,11
2016,CC521,0
2016,CC521,2
2016,CC521,1627
2016,CC521,49
2016,CC521,5
2016,CC521,98
2016,CC521,160
2016,CC521,C
2016,CC521,1240
2016,CC521,75
2016,CC521,165
2016,CC521,164
2016,CC521,109
2016,CC521,2028
2016,CC521,779
2016,CC521,785
2016,CC521,93
2016,CC521,C
2016,CC521,464
2016,CC521,2028
2016,CC521,769
2016,CC521,324
2016,CC521,935
2016,CC521,933200
2016,CC521,58800
2016,CC521,240
2016,CC521,190
2016,CC521,14
2016,CC521,5
2016,CC521,38
2016,CC522,1773
2016,CC522,1758
2016,CC522,8
2016,CC522,C
2016,CC522,C
2016,CC522,1689
2016,CC522,11
2016,CC522,7
2016,CC522,59
2016,CC522,150
2016,CC522,C
2016,CC522,1457
2016,CC522,5
2016,CC522,331
2016,CC522,321
2016,CC522,74
2016,CC522,1426
2016,CC522,708
2016,CC522,501
2016,CC522,97
2016,CC522,C
2016,CC522,217
2016,CC522,1426
2016,CC522,1066
2016,CC522,316
2016,CC522,43
2016,CC522,1018100
2016,CC522,42500
2016,CC522,224
2016,CC522,122
2016,CC522,7
2016,CC522,5
2016,CC522,75
2016,CC523,1671
2016,CC523,390
2016,CC523,1252
2016,CC523,10
2016,CC523,C
2016,CC523,C
2016,CC523,1527
2016,CC523,21
2016,CC523,9
2016,CC523,37
2016,CC523,269
2016,CC523,4
2016,CC523,275
2016,CC523,908
2016,CC523,8
2016,CC523,281
2016,CC523,314
2016,CC523,177
2016,CC523,1495
2016,CC523,853
2016,CC523,306
2016,CC523,70
2016,CC523,8
2016,CC523,336
2016,CC523,1495
2016,CC523,701
2016,CC523,500
2016,CC523,293
2016,CC523,388000
2016,CC523,41200
2016,CC523,171
2016,CC523,108
2016,CC523,30
2016,CC523,25
2016,CC523,12
2016,CC523,47
2016,CC52,5182
2016,CC52,1168
2016,CC52,3957
2016,CC52,29
2016,CC52,5
2016,CC52,23
2016,CC52,4843
2016,CC52,82
2016,CC52,21
2016,CC52,194
2016,CC52,579
2016,CC52,9
2016,CC52,854
2016,CC52,3025
2016,CC52,88
2016,CC52,777
2016,CC52,799
2016,CC52,361
2016,CC52,4948
2016,CC52,2339
2016,CC52,1593
2016,CC52,260
2016,CC52,70
2016,CC52,1016
2016,CC52,4948
2016,CC52,2536
2016,CC52,1141
2016,CC52,1272
2016,CC52,655100
2016,CC52,45600
2016,CC52,205
2016,CC52,135
2016,CC52,27
2016,CC52,14
2016,CC52,7
2016,CC52,51
2016,CC531,3618
2016,CC531,333
2016,CC531,3238
2016,CC531,16
2016,CC531,0
2016,CC531,30
2016,CC531,3278
2016,CC531,34
2016,CC531,15
2016,CC531,92
2016,CC531,719
2016,CC531,4
2016,CC531,212
2016,CC531,2154
2016,CC531,53
2016,CC531,517
2016,CC531,548
2016,CC531,370
2016,CC531,3541
2016,CC531,1554
2016,CC531,750
2016,CC531,131
2016,CC531,18
2016,CC531,1236
2016,CC531,3541
2016,CC531,1476
2016,CC531,1623
2016,CC531,442
2016,CC531,313900
2016,CC531,32100
2016,CC531,96
2016,CC531,62
2016,CC531,37
2016,CC531,25
2016,CC531,10
2016,CC531,42
2016,CC53,3618
2016,CC53,333
2016,CC53,3238
2016,CC53,16
2016,CC53,0
2016,CC53,30
2016,CC53,3278
2016,CC53,34
2016,CC53,15
2016,CC53,92
2016,CC53,719
2016,CC53,4
2016,CC53,212
2016,CC53,2154
2016,CC53,53
2016,CC53,517
2016,CC53,548
2016,CC53,370
2016,CC53,3541
2016,CC53,1554
2016,CC53,750
