Industry_code_NZSIOC,Value
FF115,32
FF115,21
FF115,9
FF115,44
FF116,666
FF116,97
FF116,556
FF116,10
FF116,0
FF116,3
FF116,576
FF116,9
FF116,C
FF116,20
FF116,149
FF116,0
FF116,99
FF116,208
FF116,C
FF116,37
FF116,46
FF116,98
FF116,1443
FF116,457
FF116,C
FF116,27
FF116,14
FF116,C
FF116,1443
FF116,892
FF116,289
FF116,263
FF116,236700
FF116,35000
FF116,158
FF116,142
FF116,-2
FF116,11
FF116,7
FF116,62
FF,83024
FF,74312
FF,7876
FF,372
FF,8
FF,455
FF,80599
FF,452
FF,306
FF,649
FF,5987
FF,28
FF,60902
FF,11632
FF,672
FF,9151
FF,9578
FF,2851
FF,38266
FF,27036
FF,3892
FF,1015
FF,401
FF,7338
FF,38266
FF,13763
FF,18832
FF,5671
FF,846700
FF,29100
FF,144
FF,93
FF,18
FF,21
FF,7
FF,36
GH11,14321
GH11,13928
GH11,344
GH11,36
GH11,0
GH11,13
GH11,14199
GH11,92
GH11,30
GH11,83
GH11,951
GH11,C
GH11,12141
GH11,888
GH11,14
GH11,1393
GH11,1499
GH11,227
GH11,3700
GH11,2626
GH11,659
GH11,176
GH11,98
GH11,414
GH11,3700
GH11,975
GH11,1904
GH11,821
GH11,640200
GH11,10200
GH11,138
GH11,59
GH11,13
GH11,23
GH11,6
GH11,26
GH12,19461
GH12,18945
GH12,427
GH12,65
GH12,0
GH12,24
GH12,18709
GH12,75
GH12,32
GH12,227
GH12,1707
GH12,0
GH12,15200
GH12,1418
GH12,50
GH12,903
GH12,958
GH12,807
GH12,5887
GH12,2269
GH12,1873
GH12,455
GH12,338
GH12,1745
GH12,5887
GH12,1854
GH12,2911
GH12,1122
GH12,306400
GH12,12700
GH12,78
GH12,45
GH12,20
GH12,44
GH12,14
GH12,31
GH131,9940
GH131,9576
GH131,322
GH131,17
GH131,1
GH131,23
GH131,9782
GH131,85
GH131,38
GH131,120
GH131,1275
GH131,C
GH131,6809
GH131,1398
GH131,58
GH131,1428
GH131,1455
GH131,185
GH131,4325
GH131,2759
GH131,886
GH131,166
GH131,81
GH131,681
GH131,4325
GH131,1250
GH131,2429
GH131,647
GH131,313700
GH131,5800
GH131,114
GH131,54
GH131,29
GH131,15
GH131,4
GH131,29
GH132,5203
GH132,4975
GH132,128
GH132,76
GH132,0
GH132,24
GH132,4921
GH132,57
GH132,20
GH132,106
GH132,868
GH132,4
GH132,2659
GH132,1160
GH132,51
GH132,1313
GH132,1246
GH132,215
GH132,3473
GH132,2138
GH132,594
GH132,173
GH132,59
GH132,740
GH132,3473
GH132,994
GH132,1728
GH132,751
GH132,174600
GH132,7200
GH132,124
GH132,52
GH132,47
GH132,22
GH132,6
GH132,29
GH133,3975
GH133,3942
GH133,17
GH133,8
GH133,C
GH133,C
GH133,3855
GH133,C
GH133,21
GH133,65
GH133,593
GH133,C
GH133,2571
GH133,581
GH133,C
GH133,641
GH133,696
GH133,174
GH133,2112
GH133,954
GH133,405
GH133,88
GH133,12
GH133,754
GH133,2112
GH133,940
GH133,398
GH133,774
GH133,219300
GH133,9600
GH133,240
GH133,65
GH133,35
GH133,18
GH133,8
GH133,45
GH134,4642
GH134,4068
GH134,537
GH134,22
GH134,C
GH134,C
GH134,4355
GH134,C
GH134,16
GH134,64
GH134,759
GH134,0
GH134,2450
GH134,997
GH134,C
GH134,547
GH134,559
GH134,299
GH134,2222
GH134,1221
GH134,491
GH134,108
GH134,52
GH134,510
GH134,2222
GH134,718
GH134,967
GH134,536
GH134,213400
GH134,13800
GH134,126
GH134,68
GH134,40
GH134,42
GH134,13
GH134,32
GH135,917
GH135,734
GH135,173
GH135,7
GH135,0
GH135,3
GH135,838
GH135,15
GH135,1
GH135,17
GH135,133
GH135,0
GH135,392
GH135,270
GH135,10
GH135,90
GH135,90
GH135,80
GH135,572
GH135,350
GH135,95
GH135,38
GH135,21
GH135,127
GH135,572
GH135,235
GH135,201
GH135,136
GH135,297400
GH135,25800
GH135,174
GH135,129
GH135,47
GH135,34
GH135,14
GH135,41
GH13,24676
GH13,23296
GH13,1178
GH13,129
GH13,7
GH13,67
GH13,23752
GH13,214
GH13,97
GH13,371
GH13,3628
GH13,C
GH13,14881
GH13,4405
GH13,158
GH13,4019
GH13,4047
GH13,952
GH13,12704
GH13,7421
GH13,2471
GH13,573
GH13,225
GH13,2812
GH13,12704
GH13,4137
GH13,5723
GH13,2843
GH13,236300
GH13,9100
GH13,130
GH13,59
GH13,36
GH13,23
GH13,7
GH13,33
GH211,2855
GH211,427
GH211,2291
GH211,27
GH211,1
GH211,110
GH211,2600
GH211,133
GH211,57
GH211,151
GH211,711
GH211,0
GH211,162
GH211,1322
GH211,63
GH211,48
GH211,47
GH211,254
GH211,7141
GH211,1095
GH211,4852
GH211,580
GH211,428
GH211,1194
GH211,7141
GH211,2608
GH211,1712
GH211,2822
GH211,108900
GH211,9700
GH211,64
GH211,61
GH211,62
GH211,10
GH211,4
GH211,37
GH212,7769
GH212,2115
GH212,5560
GH212,37
GH212,1
GH212,57
GH212,7443
GH212,92
GH212,43
GH212,245
GH212,2180
GH212,1
GH212,1082
GH212,3767
GH212,33
GH212,140
GH212,154
GH212,339
GH212,4810
GH212,1073
GH212,2625
GH212,631
GH212,326
GH212,1112
GH212,4810
GH212,1433
GH212,1974
GH212,1403
GH212,79100
GH212,3500
GH212,54
GH212,47
GH212,49
GH212,24
GH212,7
GH212,30
GH21,10624
GH21,2541
GH21,7851
GH21,64
GH21,1
GH21,167
GH21,10043
GH21,225
GH21,100
GH21,396
GH21,2892
GH21,1
GH21,1244
GH21,5090
GH21,96
GH21,188
GH21,201
GH21,594
GH21,11951
GH21,2168
GH21,7477
GH21,1211
GH21,753
GH21,2306
GH21,11951
GH21,4041
GH21,3686
GH21,4224
GH21,85400
GH21,4800
GH21,59
GH21,53
GH21,51
GH21,15
GH21,5
GH21,34
GH,69082
GH,58710
GH,9799
GH,294
GH,9
GH,271
GH,66704
GH,605
GH,259
GH,1077
GH,9178
GH,11
GH,43466
GH,11801
GH,318
GH,6503
GH,6705
GH,2580
GH,34242
GH,14485
GH,12480
GH,2414
GH,1414
GH,7277
GH,34242
GH,11007
GH,14223
GH,9011
GH,219400
GH,8200
GH,102
GH,55
GH,26
GH,23
GH,8
GH,32
II111,7351
II111,7057
II111,71
II111,152
II111,71
II111,6907
II111,138
II111,400
II111,415
II111,1665
II111,4
II111,4243
II111,45
II111,28
II111,30
II111,445
II111,5294
II111,1556
II111,C
II111,818
II111,236
II111,C
II111,5294
II111,1741
II111,1763
II111,1790
II111,220700
II111,13400
II111,88
II111,87
II111,26
II111,8
II111,33
II11,7351
II11,7057
II11,71
II11,152
II11,71
II11,6907
II11,138
II11,400
II11,415
II11,1665
II11,4
II11,4243
II11,45
II11,28
II11,30
II11,445
II11,5294
II11,1556
II11,C
II11,818
II11,236
II11,C
II11,5294
II11,1741
II11,1763
II11,1790
II11,220700
II11,13400
II11,88
II11,87
II11,26
II11,8
II11,33
II12,7445
II12,6786
II12,C
II12,C
II12,C
II12,6794
II12,124
II12,19
II12,430
II12,1445
II12,C
II12,4683
II12,93
II12,49
II12,53
II12,655
II12,7201
II12,2680
II12,C
II12,404
II12,152
II12,C
II12,7201
II12,2392
II12,2873
II12,1936
II12,426900
II12,37600
II12,93
II12,91
II12,27
II12,9
II12,33
II131,2325
II131,2141
II131,C
II131,0
II131,C
II131,2218
II131,C
II131,C
II131,63
II131,643
II131,C
II131,1323
II131,C
II131,30
II131,33
II131,111
II131,2653
II131,638
II131,336
II131,112
II131,170
II131,1679
II131,2653
II131,1306
II131,605
II131,742
II131,179700
II131,8600
II131,105
II131,100
II131,8
II131,4
II131,49
II132,3478
II132,3236
II132,C
II132,C
II132,C
II132,3042
II132,C
II132,C
II132,324
II132,1009
II132,C
II132,1037
II132,C
II132,105
II132,104
II132,435
II132,16547
II132,1954
II132,13221
II132,1093
II132,209
II132,1372
II132,16547
II132,11039
II132,1990
II132,3518
II132,248700
II132,31100
II132,98
II132,93
II132,4
II132,3
II132,67
II133,846
II133,835
II133,3
II133,0
II133,9
II133,771
II133,16
II133,23
II133,42
II133,224
II133,0
II133,463
II133,3
II133,6
II133,6
II133,76
II133,1034
II133,242
II133,625
II133,76
II133,37
II133,166
II133,1034
II133,463
II133,273
II133,298
II133,206200
II133,18600
II133,89
II133,87
II133,16
II133,7
II133,45
II13,6649
II13,6212
II13,C
II13,C
II13,C
II13,6030
II13,274
II13,83
II13,428
II13,1877
II13,C
II13,2823
II13,545
II13,140
II13,144
II13,622
II13,20234
II13,2834
II13,14183
II13,1281
II13,415
II13,3217
II13,20234
II13,12808
II13,2867
II13,4558
II13,214300
II13,20100
II13,99
II13,94
II13,5
II13,3
II13,63
II,21445
II,20054
II,508
II,492
II,391
II,19731
II,537
II,502
II,1273
II,4987
II,38
II,11750
II,683
II,218
II,226
II,1723
II,32729
II,7070
II,20122
II,2503
II,804
II,5536
II,32729
II,16941
II,7504
II,8284
II,262200
II,21100
II,94
II,91
II,10
II,5
II,52
JJ11,5036
JJ11,4842
JJ11,41
JJ11,130
JJ11,23
JJ11,4531
JJ11,111
JJ11,8
JJ11,282
JJ11,1048
JJ11,8
JJ11,3034
JJ11,47
JJ11,97
JJ11,60
JJ11,469
JJ11,5391
JJ11,1922
JJ11,1005
JJ11,220
JJ11,77
JJ11,2464
JJ11,5391
JJ11,2296
JJ11,1840
JJ11,1255
JJ11,306500
JJ11,28500
JJ11,104
JJ11,101
JJ11,20
JJ11,9
JJ11,43
JJ12,8664
JJ12,8212
JJ12,395
JJ12,7
JJ12,50
JJ12,8333
JJ12,800
JJ12,23
JJ12,1244
JJ12,1275
JJ12,10
JJ12,4911
JJ12,80
JJ12,66
JJ12,70
JJ12,335
JJ12,18081
JJ12,7208
JJ12,6001
JJ12,1269
JJ12,96
JJ12,4872
JJ12,18081
JJ12,6048
JJ12,4184
JJ12,7849
JJ12,611300
JJ12,23700
JJ12,172
JJ12,171
JJ12,6
JJ12,2
JJ12,33
JJ,13700
JJ,13055
JJ,435
JJ,136
JJ,73
JJ,12864
JJ,911
JJ,31
JJ,1526
JJ,2323
JJ,17
JJ,7946
JJ,127
JJ,162
JJ,130
JJ,804
JJ,23472
JJ,9129
JJ,7007
JJ,1489
JJ,173
JJ,7336
JJ,23472
JJ,8344
JJ,6024
JJ,9104
JJ,447700
JJ,26300
JJ,152
JJ,149
JJ,10
JJ,3
JJ,36
LL111,3231
LL111,2894
LL111,231
LL111,0
LL111,105
LL111,2900
LL111,C
LL111,26
LL111,699
LL111,480
LL111,C
LL111,0
LL111,1292
LL111,C
LL111,112
LL111,121
LL111,341
LL111,12569
LL111,4689
LL111,5004
LL111,1496
LL111,452
LL111,2876
LL111,12569
LL111,3407
LL111,3208
LL111,5955
LL111,327700
LL111,34600
LL111,146
LL111,142
LL111,10
LL111,3
LL111,27
LL112,1090
LL112,985
LL112,83
LL112,1
LL112,20
LL112,736
LL112,C
LL112,2
LL112,23
LL112,107
LL112,1
LL112,0
LL112,322
LL112,C
LL112,9
LL112,10
LL112,354
LL112,5961
LL112,1211
LL112,399
LL112,133
LL112,34
LL112,4351
LL112,5961
LL112,2342
LL112,628
LL112,2991
LL112,890600
LL112,289600
LL112,193
LL112,191
LL112,15
LL112,6
LL112,39
LL11,4321
LL11,3879
LL11,314
LL11,2
LL11,126
LL11,3636
LL11,591
LL11,28
LL11,722
LL11,586
LL11,C
LL11,0
LL11,1615
LL11,94
LL11,121
LL11,131
LL11,695
LL11,18530
LL11,5900
LL11,5402
LL11,1629
LL11,487
LL11,7228
LL11,18530
LL11,5748
LL11,3836
LL11,8946
LL11,389900
LL11,62800
LL11,154
LL11,150
LL11,12
LL11,4
LL11,31
LL122,15254
LL122,12416
LL122,1044
LL122,29
LL122,1766
LL122,9629
LL122,3091
LL122,480
LL122,780
LL122,395
LL122,0
LL122,0
LL122,4263
LL122,620
LL122,3154
LL122,3085
LL122,5557
LL122,160629
LL122,19828
LL122,119996
LL122,S
LL122,S
LL122,20804
LL122,160629
LL122,70693
LL122,29731
LL122,60205
LL122,2664900
LL122,970700
LL122,67
LL122,56
LL122,8
LL122,3
LL122,44
LL123,3058
LL123,2970
LL123,55
LL123,0
LL123,34
LL123,2570
LL123,48
LL123,12
LL123,58
LL123,562
LL123,0
LL123,825
LL123,1020
LL123,44
LL123,13
LL123,14
LL123,489
LL123,2764
LL123,1158
LL123,1000
LL123,265
LL123,111
LL123,606
LL123,2764
LL123,1324
LL123,784
LL123,656
LL123,361300
LL123,57800
LL123,148
LL123,146
LL123,37
LL123,18
LL123,48
LL12,18313
LL12,15386
LL12,1098
LL12,29
LL12,1800
LL12,12199
LL12,3140
LL12,492
LL12,838
LL12,957
LL12,0
LL12,825
LL12,5282
LL12,665
LL12,3167
LL12,3100
LL12,6046
LL12,163392
LL12,20986
LL12,120996
LL12,13233
LL12,8938
LL12,21410
LL12,163392
LL12,72016
LL12,30515
LL12,60861
LL12,1290600
LL12,426100
LL12,69
LL12,59
LL12,8
LL12,4
LL12,44
LL,22634
LL,19265
LL,1413
LL,31
LL,1926
LL,15836
LL,3731
LL,520
LL,1560
LL,1543
LL,C
LL,826
LL,6897
LL,759
LL,3288
LL,3231
LL,6742
LL,181922
LL,26886
LL,126399
LL,14862
LL,9425
LL,28637
LL,181922
LL,77765
LL,34351
LL,69807
LL,895600
LL,266700
LL,78
LL,69
LL,9
LL,4
LL,43
MN111,7078
MN111,6829
MN111,115
MN111,93
MN111,40
MN111,6349
MN111,70
MN111,23
MN111,131
MN111,2644
MN111,10
MN111,3400
MN111,80
MN111,251
MN111,220
MN111,697
MN111,4212
MN111,2569
MN111,726
MN111,240
MN111,113
MN111,918
MN111,4212
MN111,1863
MN111,1888
MN111,462
MN111,234000
MN111,23100
MN111,136
MN111,124
MN111,37
MN111,17
MN111,44
MN112,5319
MN112,5275
MN112,C
MN112,C
MN112,14
MN112,3734
MN112,79
MN112,12
MN112,78
MN112,1923
MN112,1
MN112,1603
MN112,39
MN112,61
MN112,70
MN112,1595
MN112,2841
MN112,1539
MN112,470
MN112,143
MN112,64
MN112,832
MN112,2841
MN112,1217
MN112,892
MN112,732
MN112,176800
MN112,53000
MN112,172
MN112,165
MN112,131
MN112,56
MN112,43
MN113,10514
MN113,7718
MN113,2434
MN113,54
MN113,308
MN113,8559
MN113,776
MN113,22
MN113,243
MN113,2742
MN113,8
MN113,4277
MN113,499
MN113,89
MN113,112
MN113,1978
MN113,40774
MN113,17761
MN113,2051
MN113,403
MN113,309
MN113,20963
MN113,40774
MN113,15507
MN113,16617
MN113,8649
MN113,337600
MN113,63500
MN113,107
MN113,106
MN113,13
MN113,5
MN113,38
MN114,1188
MN114,1161
MN114,C
MN114,C
MN114,4
MN114,1044
MN114,11
MN114,4
MN114,32
MN114,344
MN114,0
MN114,647
MN114,5
MN114,60
MN114,65
MN114,149
MN114,710
MN114,324
MN114,218
MN114,73
MN114,34
MN114,168
MN114,710
MN114,252
MN114,286
MN114,172
MN114,190900
MN114,23900
MN114,113
MN114,90
MN114,59
MN114,21
MN114,35
MN115,6187
MN115,6072
MN115,44
MN115,14
MN115,56
MN115,5393
MN115,26
MN115,13
MN115,134
MN115,2358
MN115,4
MN115,2780
MN115,82
MN115,47
MN115,49
MN115,794
MN115,3465
MN115,2391
MN115,383
MN115,153
MN115,39
MN115,691
MN115,3465
MN115,1420
MN115,1637
MN115,408
MN115,270600
MN115,34700
MN115,146
MN115,143
MN115,56
MN115,23
MN115,41
MN11,30285
MN11,27056
MN11,2642
MN11,164
MN11,422
MN11,25078
MN11,962
MN11,74
MN11,619
MN11,10011
MN11,24
MN11,12706
MN11,705
MN11,508
MN11,515
MN11,5214
MN11,52002
MN11,24583
MN11,3848
MN11,1013
MN11,558
MN11,23572
MN11,52002
MN11,20259
MN11,21321
MN11,10422
MN11,251200
MN11,43300
MN11,115
MN11,113
MN11,26
MN11,10
MN11,39
MN211,705
MN211,684
MN211,13
MN211,C
MN211,C
MN211,668
MN211,4
MN211,4
MN211,17
MN211,314
MN211,0
MN211,322
MN211,7
MN211,3
MN211,3
MN211,37
MN211,743
MN211,545
MN211,74
MN211,15
MN211,5
MN211,124
MN211,743
MN211,195
MN211,484
MN211,64
MN211,118000
MN211,6100
MN211,113
MN211,112
MN211,19
MN211,5
MN211,26
MN212,5418
MN212,5220
MN212,121
MN212,41
MN212,36
MN212,5024
MN212,70
MN212,14
MN212,87
MN212,1849
MN212,5
MN212,2940
MN212,64
MN212,34
MN212,36
MN212,396
MN212,4040
MN212,1920
MN212,1007
MN212,260
MN212,83
MN212,1114
MN212,4040
MN212,1835
MN212,1376
MN212,830
MN212,99900
MN212,7300
MN212,140
MN212,137
MN212,22
MN212,10
MN212,45
MN213,2553
MN213,2532
MN213,10
MN213,C
MN213,C
MN213,2370
MN213,35
MN213,7
MN213,81
MN213,956
MN213,2
MN213,1214
MN213,77
MN213,57
MN213,43
MN213,169
MN213,1624
MN213,536
MN213,794
MN213,196
MN213,69
MN213,295
MN213,1624
MN213,641
MN213,526
MN213,457
MN213,76700
MN213,5100
MN213,102
MN213,94
MN213,26
MN213,10
MN213,39
MN21,8675
MN21,8436
MN21,143
MN21,45
MN21,51
MN21,8062
MN21,109
MN21,24
MN21,185
MN21,3120
MN21,7
MN21,4476
MN21,148
MN21,94
MN21,82
MN21,601
MN21,6408
MN21,3001
MN21,1875
MN21,470
MN21,157
MN21,1532
MN21,6408
MN21,2670
MN21,2387
MN21,1351
MN21,92800
MN21,6400
MN21,126
MN21,122
MN21,23
MN21,9
MN21,42
MN,38960
MN,35492
MN,2786
MN,209
MN,473
MN,33140
MN,1071
MN,99
MN,804
MN,13131
MN,31
MN,17183
MN,853
MN,602
MN,597
MN,5815
MN,58410
MN,27584
MN,5723
MN,1484
MN,715
MN,25104
MN,58410
MN,22929
MN,23708
MN,11773
MN,182000
MN,27200
MN,116
MN,114
MN,25
MN,10
MN,39
OO213,1041
OO213,1013
OO213,14
OO213,C
OO213,C
OO213,981
OO213,19
OO213,5
OO213,49
OO213,496
OO213,C
OO213,409
OO213,3
OO213,16
OO213,17
OO213,61
OO213,838
OO213,281
OO213,176
OO213,37
OO213,16
OO213,382
OO213,838
OO213,447
OO213,224
OO213,167
OO213,125
OO213,117
OO213,14
OO213,7
OO213,53
OO21,1042
OO21,1013
OO21,14
OO21,C
OO21,C
OO21,981
OO21,19
OO21,5
OO21,49
OO21,496
OO21,C
OO21,409
OO21,3
OO21,16
OO21,17
OO21,61
OO21,838
OO21,281
OO21,176
OO21,37
OO21,16
OO21,382
OO21,838
OO21,447
OO21,225
OO21,167
OO21,125
OO21,117
OO21,14
OO21,7
OO21,53
OO,1042
OO,1013
OO,14
OO,C
OO,C
OO,981
OO,19
OO,5
OO,49
OO,496
OO,C
OO,409
OO,3
OO,16
OO,17
OO,62
OO,838
OO,281
OO,176
OO,37
OO,16
OO,382
OO,838
OO,447
OO,225
OO,167
OO,125
OO,117
OO,14
OO,7
OO,53
PP111,941
PP111,51
PP111,888
PP111,2
PP111,916
PP111,13
PP111,5
PP111,27
PP111,602
PP111,0
PP111,265
PP111,3
PP111,C
PP111,C
PP111,25
PP111,856
PP111,313
PP111,451
PP111,46
PP111,15
PP111,92
PP111,856
PP111,426
PP111,294
PP111,135
PP111,106
PP111,C
PP111,6
PP111,3
PP111,50
PP112,561
PP112,36
PP112,520
PP112,5
PP112,525
PP112,11
PP112,0
PP112,33
PP112,289
PP112,0
PP112,188
PP112,3
PP112,0
PP112,0
PP112,36
PP112,1593
PP112,C
PP112,913
PP112,117
PP112,15
PP112,C
PP112,1593
PP112,1298
PP112,184
PP112,111
PP112,C
PP112,C
PP112,3
PP112,2
PP112,81
PP113,729
PP113,35
PP113,690
PP113,4
PP113,656
PP113,3
PP113,2
PP113,18
PP113,293
PP113,C
PP113,330
PP113,9
PP113,0
PP113,0
PP113,74
PP113,498
PP113,308
PP113,126
PP113,28
PP113,15
PP113,64
PP113,498
PP113,230
PP113,211
PP113,57
PP113,146
PP113,146
PP113,32
PP113,15
PP113,46
PP114,1171
PP114,88
PP114,1079
PP114,4
PP114,1086
PP114,13
PP114,3
PP114,39
PP114,434
PP114,C
PP114,587
PP114,11
PP114,C
PP114,C
PP114,84
PP114,1051
PP114,C
PP114,423
PP114,66
PP114,31
PP114,C
PP114,1051
PP114,584
PP114,361
PP114,106
PP114,C
PP114,C
PP114,14
PP114,8
PP114,56
PP,3402
PP,209
PP,3177
PP,16
PP,3183
PP,40
PP,10
PP,117
PP,1618
PP,3
PP,1371
PP,27
PP,10
PP,10
PP,219
PP,3998
PP,1276
PP,1913
PP,257
PP,76
PP,809
PP,3998
PP,2538
PP,1050
PP,410
PP,122
PP,121
PP,9
PP,5
PP,63
QQ111,844
QQ111,20
QQ111,823
QQ111,1
QQ111,762
QQ111,9
QQ111,C
QQ111,48
QQ111,333
QQ111,0
QQ111,366
QQ111,C
QQ111,14
QQ111,13
QQ111,83
QQ111,1101
QQ111,350
QQ111,651
QQ111,60
QQ111,40
QQ111,101
QQ111,1101
QQ111,802
QQ111,150
QQ111,150
QQ111,233
QQ111,224
QQ111,10
QQ111,8
QQ111,73
QQ112,8211
QQ112,160
QQ112,8024
QQ112,28
QQ112,7063
QQ112,131
QQ112,C
QQ112,199
QQ112,2863
QQ112,1
QQ112,3751
QQ112,C
QQ112,10
QQ112,11
QQ112,1149
QQ112,5057
QQ112,1958
QQ112,1529
QQ112,372
QQ112,217
QQ112,1569
QQ112,5057
QQ112,2626
QQ112,1576
QQ112,854
QQ112,124
QQ112,124
QQ112,44
QQ112,23
QQ112,52
QQ113,4464
QQ113,348
QQ113,4010
QQ113,106
QQ113,4236
QQ113,120
QQ113,27
QQ113,131
QQ113,2373
QQ113,1
QQ113,1513
QQ113,73
QQ113,12
QQ113,12
QQ113,228
QQ113,8069
QQ113,1424
QQ113,3402
QQ113,377
QQ113,118
QQ113,3243
QQ113,8069
QQ113,4190
QQ113,1651
QQ113,2228
QQ113,86
QQ113,86
QQ113,5
QQ113,3
QQ113,52
QQ,13520
QQ,528
QQ,12857
QQ,134
QQ,12061
QQ,259
QQ,49
QQ,378
QQ,5568
QQ,2
QQ,5630
QQ,177
QQ,36
QQ,37
QQ,1459
QQ,14227
QQ,3732
QQ,5582
QQ,809
QQ,375
QQ,4913
QQ,14227
QQ,7618
QQ,3377
QQ,3232
QQ,110
QQ,109
QQ,19
QQ,10
QQ,54
RS111,803
RS111,615
RS111,C
RS111,C
RS111,620
RS111,17
RS111,3
RS111,40
RS111,189
RS111,0
RS111,356
RS111,14
RS111,10
RS111,12
RS111,185
RS111,2438
RS111,439
RS111,1837
RS111,106
RS111,94
RS111,162
RS111,2438
RS111,2039
RS111,231
RS111,168
RS111,184400
RS111,42500
RS111,190
RS111,185
RS111,9
RS111,8
RS111,84
RS112,2519
RS112,1842
RS112,632
RS112,45
RS112,2333
RS112,C
RS112,13
RS112,169
RS112,706
RS112,0
RS112,1339
RS112,C
RS112,62
RS112,63
RS112,188
RS112,4735
RS112,998
RS112,3218
RS112,382
RS112,98
RS112,519
RS112,4735
RS112,3055
RS112,1024
RS112,656
RS112,116400
RS112,8700
RS112,97
RS112,91
RS112,6
RS112,4
RS112,65
RS113,3480
RS113,3436
RS113,C
RS113,C
RS113,2915
RS113,C
RS113,177
RS113,130
RS113,266
RS113,C
RS113,2066
RS113,C
RS113,8
RS113,10
RS113,568
RS113,1497
RS113,422
RS113,1002
RS113,155
RS113,19
RS113,73
RS113,1497
RS113,694
RS113,645
RS113,159
RS113,609800
RS113,99500
RS113,66
RS113,64
RS113,82
RS113,38
RS113,46
RS11,6803
RS11,5894
RS11,723
RS11,186
RS11,5868
RS11,309
RS11,194
RS11,339
RS11,1160
RS11,C
RS11,3760
RS11,106
RS11,80
RS11,85
RS11,940
RS11,8670
RS11,1860
RS11,6057
RS11,642
RS11,211
RS11,753
RS11,8670
RS11,5787
RS11,1900
RS11,982
RS11,214600
RS11,29700
RS11,98
RS11,93
RS11,16
RS11,11
RS11,67
RS211,4323
RS211,4299
RS211,11
RS211,14
RS211,4032
RS211,45
RS211,19
RS211,83
RS211,1192
RS211,0
RS211,2679
RS211,14
RS211,226
RS211,243
RS211,308
RS211,2015
RS211,1052
RS211,652
RS211,182
RS211,100
RS211,311
RS211,2015
RS211,664
RS211,869
RS211,482
RS211,179000
RS211,12700
RS211,121
RS211,93
RS211,46
RS211,15
RS211,33
RS212,1644
RS212,1630
RS212,5
RS212,9
RS212,1469
RS212,26
RS212,12
RS212,62
RS212,535
RS212,0
RS212,825
RS212,9
RS212,51
RS212,51
RS212,175
RS212,1201
RS212,339
RS212,571
RS212,150
RS212,82
RS212,290
RS212,1201
RS212,403
RS212,367
RS212,430
RS212,101700
RS212,10800
RS212,92
RS212,78
RS212,43
RS212,15
RS212,34
RS214,2390
RS214,1270
RS214,888
RS214,233
RS214,2018
RS214,217
RS214,4
RS214,48
RS214,635
RS214,C
RS214,1055
RS214,59
RS214,15
RS214,15
RS214,371
RS214,7119
RS214,2516
RS214,1259
RS214,47
RS214,32
RS214,3344
RS214,7119
RS214,6273
RS214,797
RS214,49
RS214,174700
RS214,27200
RS214,316
RS214,314
RS214,6
RS214,5
RS214,88
RS21,8358
RS21,7199
RS21,903
RS21,256
RS21,7519
RS21,288
RS21,34
RS21,193
RS21,2362
RS21,C
RS21,4560
RS21,82
RS21,293
RS21,309
RS21,854
RS21,10334
RS21,3907
RS21,2482
RS21,379
RS21,214
RS21,3945
RS21,10334
RS21,7341
RS21,2033
RS21,960
RS21,152600
RS21,15600
RS21,192
RS21,177
RS21,12
RS21,8
RS21,71
RS,15160
RS,13093
RS,1626
RS,441
RS,13387
RS,597
RS,228
RS,532
RS,3522
RS,5
RS,8320
RS,188
RS,373
RS,393
RS,1794
RS,19004
RS,5767
RS,8539
RS,1021
RS,425
RS,4698
RS,19004
RS,13129
RS,3933
RS,1942
RS,175400
RS,20800
RS,147
RS,137
RS,14
RS,9
RS,69
ZZ11,36411
ZZ11,2808
ZZ11,33253
ZZ11,C
ZZ11,C
ZZ11,177
ZZ11,35502
ZZ11,438
ZZ11,82
ZZ11,820
ZZ11,3894
ZZ11,8
ZZ11,1679
ZZ11,28496
ZZ11,93
ZZ11,3722
ZZ11,4041
ZZ11,1227
ZZ11,23102
ZZ11,9312
ZZ11,8357
ZZ11,1339
ZZ11,375
ZZ11,5434
ZZ11,23102
ZZ11,10670
ZZ11,10212
ZZ11,2220
ZZ11,523700
ZZ11,17700
ZZ11,91
ZZ11,52
ZZ11,40
ZZ11,12
ZZ11,5
ZZ11,46
KK111,30509
KK111,2922
KK111,26166
KK111,0
KK111,1422
KK111,23450
KK111,16398
KK111,C
KK111,364
KK111,2491
KK111,9
KK111,C
KK111,2958
KK111,1192
KK111,5
KK111,7
KK111,7061
KK111,566124
KK111,176518
KK111,976
KK111,354
KK111,67
KK111,388630
KK111,566124
KK111,44523
KK111,328044
KK111,193557
KK111,996200
KK111,230600
KK111,54
KK111,54
KK111,16
KK111,1
KK111,8
KK112,20620
KK112,1715
KK112,15620
KK112,10
KK112,3275
KK112,13843
KK112,5566
KK112,C
KK112,100
KK112,352
KK112,2
KK112,C
KK112,1868
KK112,5895
KK112,21
KK112,16
KK112,6773
KK112,314861
KK112,68710
KK112,16302
KK112,1123
KK112,650
KK112,229849
KK112,314861
KK112,143117
KK112,83512
KK112,88232
KK112,7348800
KK112,2413800
KK112,82
KK112,82
KK112,5
KK112,2
KK112,45
KK11,51130
KK11,4637
KK11,41786
KK11,10
KK11,4697
KK11,37293
KK11,21964
KK11,55
KK11,463
KK11,2842
KK11,11
KK11,54
KK11,4826
KK11,7088
